address,lat,longi,Route_Name,Locality_Name,postal_town,Admin_level3,Admin_level2,Admin_level1,country
SL2 5HX Kendal Close,51.5171558,-0.587155,Kendal Close,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5HY Grasmere Avenue,51.5170484,-0.5864017,Grasmere Avenue,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5HZ Wexham Road,51.5181151,-0.5782915,Wexham Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5JA Kendal Drive,51.517650599999996,-0.5835089,Kendal Drive,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5JB Kendal Drive,51.51809420000001,-0.5802254,Kendal Drive,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5JD Grasmere Avenue,51.5177403,-0.5796038,Grasmere Avenue,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5JE Grasmere Avenue,51.5167529,-0.5854965999999999,Grasmere Avenue,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5JF Grasmere Avenue,51.5170568,-0.5832681,Grasmere Avenue,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5JG Grasmere Avenue,51.517352200000005,-0.5811031,Grasmere Avenue,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5JH Galloway Chase,51.5150261,-0.585731,Galloway Chase,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5JN Wexham Road,51.515290500000006,-0.5795435,Wexham Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5JP Wexham Road,51.51692449999999,-0.5786473000000001,Wexham Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5JS Malpas Road,51.5164318,-0.5789765,Malpas Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5JT Wexham Road,51.517963200000004,-0.5790073,Wexham Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5JU Wexham Road,51.5171189,-0.5785878000000001,Wexham Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5JW Wexham Road,51.5160489,-0.5790215,Wexham Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5JX Mirador Crescent,51.5178071,-0.5772440999999999,Mirador Crescent,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5JY Mirador Crescent,51.517790500000004,-0.5766078,Mirador Crescent,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5JZ Mirador Crescent,51.5180704,-0.573902,Mirador Crescent,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5LA Mirador Crescent,51.51727279999999,-0.5716135999999999,Mirador Crescent,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5LB Mirador Crescent,51.5174147,-0.5719865,Mirador Crescent,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5LD Beresford Avenue,51.5151488,-0.5728553000000001,Beresford Avenue,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5LE Beresford Avenue,51.515833,-0.5722616999999999,Beresford Avenue,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5LF Beresford Avenue,51.5149243,-0.573242,Beresford Avenue,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5LG Beresford Avenue,51.5151488,-0.5728553000000001,Beresford Avenue,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5LH Glanmor Road,51.51598569999999,-0.5747784,Glanmor Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5LJ Beresford Avenue,51.515833,-0.5722616999999999,Beresford Avenue,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5LL Beresford Avenue,51.516617100000005,-0.5719088000000001,Beresford Avenue,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5LN Mirador Crescent,51.5181061,-0.5741919,Mirador Crescent,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5LP Preston Road,51.517098700000005,-0.5727403,Preston Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5LQ Glanmor Road,51.516118,-0.575278,Glanmor Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5LR Maple Crescent,51.5168749,-0.5756704,Maple Crescent,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5LW Maple Crescent,51.5168749,-0.5756704,Maple Crescent,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5LY The Cherries,51.5217067,-0.5744694,The Cherries,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5LZ Berryfield,51.52087849999999,-0.5728498000000001,Berryfield,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5NB Uxbridge Road,51.51116099999999,-0.5758489,Uxbridge Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5ND Victoria Road,51.5111358,-0.5755347,Victoria Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5NE Eastbridge,51.5105316,-0.5748095,Eastbridge,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5NF Victoria Road,51.511129499999996,-0.5757145,Victoria Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5NH Cannon Gate,51.5180466,-0.5700293000000001,Cannon Gate,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5NL Goodman Park,51.5106848,-0.5717973000000001,Goodman Park,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5NN Goodman Park,51.51156839999999,-0.5726875,Goodman Park,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5NP Goodman Park,51.5107219,-0.5703216,Goodman Park,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5NQ The Cherries,51.52202190000001,-0.5732571999999999,The Cherries,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5NR Goodman Park,51.511366100000004,-0.5711170999999999,Goodman Park,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5NS Goodman Park,51.5115639,-0.5736472,Goodman Park,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5NT Uxbridge Road,51.5122869,-0.5746466000000001,Uxbridge Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5NU Uxbridge Road,51.5131376,-0.5738960999999999,Uxbridge Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5NW Goodman Park,51.510496200000006,-0.573419,Goodman Park,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5NX Uxbridge Road,51.514094799999995,-0.5727093999999999,Uxbridge Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5NY Uxbridge Road,51.5149328,-0.5718536999999999,Uxbridge Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5NZ Uxbridge Road,51.51724369999999,-0.5701291999999999,Uxbridge Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5PA Uxbridge Road,51.51575020000001,-0.5712553000000001,Uxbridge Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5PG Moray Drive,51.5209626,-0.5838087,Moray Drive,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5PN Broadmark Road,51.5144459,-0.5740898999999999,Broadmark Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5PP Hazlemere Road,51.5144114,-0.5767473000000001,Hazlemere Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5PQ Moray Drive,51.52100480000001,-0.5840581000000001,Moray Drive,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5PR Broadmark Road,51.5147324,-0.5751411,Broadmark Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5PS Broadmark Road,51.5151546,-0.5767262000000001,Broadmark Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5PT Broadmark Road,51.515811,-0.5791684,Broadmark Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5PU Carlton Road,51.5161461,-0.5778462,Carlton Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5PW Hazlemere Road,51.5142959,-0.5763170999999999,Hazlemere Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5PX Carlton Road,51.5161461,-0.5778462,Carlton Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5PY Carlton Road,51.51710660000001,-0.5777671999999999,Carlton Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5PZ Carlton Road,51.51706069999999,-0.5775157,Carlton Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5QA Carlton Road,51.5161461,-0.5778462,Carlton Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5QB Carlton Road,51.5161461,-0.5778462,Carlton Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5QD Broadmark Road,51.5152206,-0.5769719999999999,Broadmark Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5QE Broadmark Road,51.514646,-0.5748054,Broadmark Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5QF Elmwood Road,51.51534969999999,-0.5748449999999999,Elmwood Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5QG Elmwood Road,51.5157317,-0.5762845,Elmwood Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5QH Elmwood Road,51.5152487,-0.5744644,Elmwood Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5QJ Wexham Road,51.518676299999996,-0.5784982,Clarendon Court,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5QL Wexham Road,51.520543100000005,-0.5795764999999999,Wexham Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5QN Wexham Road,51.524508700000005,-0.5806335,Wexham Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5QP Norway Drive,51.526140600000005,-0.5738281,Norway Drive,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5QQ Elmwood Road,51.5157619,-0.5763982,Elmwood Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5QR Wexham Road,51.521618,-0.5802459999999999,Wexham Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5QS Borderside,51.52054219999999,-0.5818154000000001,Borderside,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5QT Borderside,51.52054219999999,-0.5818154000000001,Borderside,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5QU Borderside,51.519695500000005,-0.5824978000000001,Borderside,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5QW Norway Drive,51.526030299999995,-0.5763351,Norway Drive,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5QX Charles Gardens,51.52074220000001,-0.5808148,Charles Garden,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5QY Wexham Road,51.519928799999995,-0.5790575,Wexham Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5QZ Wexham Road,51.52284470000001,-0.5808823000000001,Churchfield Mews,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5RA Dunbar Close,51.5195053,-0.5844389999999999,Dunbar Close,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5RB Moray Drive,51.5201696,-0.583494,Moray Drive,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5RD Maple Crescent,51.5168749,-0.5756704,Maple Crescent,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5RG Uxbridge Road,51.5194265,-0.5670155,Uxbridge Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5RH Holmedale,51.518238000000004,-0.5720233,Holmedale,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5RJ Holmedale,51.518726799999996,-0.5736409,Holmedale,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5RL Holmedale,51.51813869999999,-0.5711583,Holmedale,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5RN Dawes Moor Close,51.51990110000001,-0.5686869000000001,Dawes Moor Close,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5RP The Frithe,51.519172499999996,-0.5736616,The Frithe,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5RR The Frithe,51.5190899,-0.5728582,The Frithe,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5RS Knolton Way,51.51939309999999,-0.5706207999999999,Knolton Way,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5RT Dornels,51.520400099999996,-0.5709436999999999,Dornels,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5RU Quinbrookes,51.5199446,-0.572386,Quinbrookes,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5RW The Frithe,51.5188076,-0.5710352,The Frithe,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5RX Quinbrookes,51.5211828,-0.5705802999999999,Quinbrookes,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5RY Knolton Way,51.5217703,-0.5698409999999999,Knolton Way,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5RZ Berryfield,51.5218083,-0.5719468000000001,Berryfield,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5SA Berryfield,51.52099129999999,-0.5727483999999999,Berryfield,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5SB Berryfield,51.5198927,-0.5739890999999999,Berryfield,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5SD Berryfield,51.5202489,-0.573584,Berryfield,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5SE Berryfield,51.52099129999999,-0.5727483999999999,Berryfield,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5SF Winwood,51.5212601,-0.573665,Winwood,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5SG Knolton Way,51.5228386,-0.5727519,Knolton Way,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5SH Knolton Way,51.5217703,-0.5698409999999999,Knolton Way,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5SJ Welden,51.5223932,-0.5698071,Welden,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5SL Shortfern,51.5217486,-0.5687685,Shortfern,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5SN Coftards,51.5210532,-0.5687595999999999,Coftards,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5SP Knolton Way,51.51998270000001,-0.5700153,Knolton Way,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5SR Knolton Way,51.5192956,-0.5704928000000001,Montgomery Place,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5SS Sheehy Way,51.518634999999996,-0.5755828000000001,Sheehy Way,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5ST The Frithe,51.52155399999999,-0.5790185,The Frithe,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5SU The Frithe,51.51975909999999,-0.5775486999999999,The Frithe,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5SW Coftards,51.5210532,-0.5687595999999999,Coftards,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5SX The Frithe,51.5193643,-0.5769591000000001,The Frithe,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5SY The Frithe,51.52155399999999,-0.5790185,The Frithe,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5SZ Knolton Way,51.52301689999999,-0.5804511,Knolton Way,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5TA Knolton Way,51.52301689999999,-0.5804511,Knolton Way,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5TB Knolton Way,51.52318579999999,-0.5781901999999999,Knolton Way,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5TD Knolton Way,51.52318579999999,-0.5781901999999999,Knolton Way,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5TE Knolton Way,51.5232167,-0.576152,Knolton Way,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5TF Knolton Way,51.523070700000005,-0.5749472999999999,Knolton Way,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5TG Moat Drive,51.5238544,-0.5738297,Moat Drive,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5TH Farm Crescent,51.52532919999999,-0.5741126999999999,Farm Crescent,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5TJ Knolton Way,51.5232167,-0.576152,Knolton Way,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5TL Knolton Way,51.5227567,-0.5745013999999999,Knolton Way,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5TP The Link,51.5219626,-0.5757894,The Link,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5TQ Farm Crescent,51.52532919999999,-0.5741126999999999,Farm Crescent,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5TR The Cherries,51.52161829999999,-0.5754937999999999,The Cherries,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5TS The Cherries,51.5217067,-0.5744694,The Cherries,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5TT The Normans,51.5207359,-0.5759548999999999,The Normans,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5TU The Normans,51.52036589999999,-0.5754578,The Normans,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5TW The Normans,51.522547499999995,-0.5772771,The Normans,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5TX Prestwood,51.5207637,-0.5781442999999999,Prestwood,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5TY The Normans,51.522547499999995,-0.5772771,The Normans,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5UB Lismore Park,51.520043799999996,-0.591329,Lismore Park,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5UD Lismore Park,51.520835,-0.5918621000000001,Lismore Park,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5UE Almons Way,51.524155799999996,-0.5793020000000001,Almons Way,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5UF Hillersdon,51.5240109,-0.5776289000000001,Hillersdon,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5UG Mansel Close,51.5246235,-0.5778074999999999,Mansel Close,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5UH Hillersdon,51.5245577,-0.5740502,Hillersdon,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5UJ Edmunds Way,51.523715700000004,-0.5750385,Edmunds Way,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5UQ Bell Close,51.525253899999996,-0.5763739999999999,Bell Close,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5XA Rochfords Gardens,51.515490299999996,-0.5688907999999999,Rochfords Gardens,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5XB Rochfords Gardens,51.5144783,-0.5675524000000001,Rochfords Gardens,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5XD Rochfords Gardens,51.5137505,-0.5681480000000001,Rochfords Gardens,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5XE Rochfords Gardens,51.5140346,-0.5692377,Rochfords Gardens,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5XF Rochfords Gardens,51.5127969,-0.5709892999999999,Rochfords Gardens,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5XG Rochfords Gardens,51.51324839999999,-0.5719383000000001,Rochfords Gardens,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5XH Rochfords Gardens,51.51226579999999,-0.5700396999999999,Rochfords Gardens,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5XJ Rochfords Gardens,51.514796200000006,-0.5692411999999999,Rochfords Gardens,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5XL Rochfords Gardens,51.5131179,-0.5694459,Rochfords Gardens,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5XN Rochfords Gardens,51.513653399999995,-0.5713100000000001,Rochfords Gardens,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5XP Rochfords Gardens,51.5126649,-0.5708280000000001,Rochfords Gardens,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5XR Uxbridge Road,51.514094799999995,-0.5727093999999999,Uxbridge Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5XW Rochfords Gardens,51.514394700000004,-0.5707947999999999,Rochfords Gardens,Farnham Royal,Slough,,Slough,England,United Kingdom
SL2 5YA St. Pauls Avenue,51.5150877,-0.5878673999999999,Greendale Mews,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 0LJ Crown Meadow,51.485847899999996,-0.5322049999999999,Crown Meadow,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 0LS Crown Close,51.4859819,-0.5304094,Crown Close,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 0LT Crown Meadow,51.485847899999996,-0.5322049999999999,Crown Meadow,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 6AD Waterside Drive,51.5087256,-0.5452678000000001,Waterside Drive,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 6DB Station Road,51.5081883,-0.542616,Station Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 6EA Station Road,51.5067911,-0.5432203999999999,Station Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 6ED Station Road,51.5067911,-0.5432203999999999,Station Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 6EG Station Road,51.5067911,-0.5432203999999999,Station Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 6EP Waterside Drive,51.509094700000006,-0.5470254000000001,Waterside Drive,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 6EY Waterside Drive,51.508589799999996,-0.5437753000000001,Waterside Drive,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 6EZ Waterside Drive,51.5088218,-0.5461661999999999,Waterside Drive,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 6LJ Church Lane,51.52694229999999,-0.5721421,Church Lane,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 6LT Wexham Park Lane,51.529704200000005,-0.5733547999999999,Wexham Park Lane,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 6LU Church Lane,51.52437570000001,-0.571697,Church Lane,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 6LZ Opal Court,51.5302595,-0.5712477,Opal Court,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7AA Langley Road,51.5058973,-0.5721801999999999,Langley Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7AB Langley Road,51.50585539999999,-0.5702804,Langley Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7AD Langley Road,51.5057268,-0.5684475,Langley Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7AE Langley Road,51.50566389999999,-0.573064,Langley Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7AG Langley Road,51.5056616,-0.5655764,Langley Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7AH Langley Road,51.5057268,-0.5684475,Langley Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7AJ Langley Road,51.5056616,-0.5655764,Langley Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7AL Turner Road,51.507283,-0.5712778000000001,Turner Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7AN Turner Road,51.507283,-0.5712778000000001,Turner Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7AP Sutton Avenue,51.5071646,-0.5695444000000001,Sutton Avenue,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7AQ Langley Road,51.50585539999999,-0.5702804,Langley Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7AR Foxherne,51.5084203,-0.5736493,Foxherne,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7AS Turner Road,51.5064341,-0.5713229000000001,Turner Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7AT Halkingcroft,51.508911499999996,-0.5693252000000001,Halkingcroft,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7AU Brackenforde,51.5080649,-0.5682176,Brackenforde,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7AW Sutton Avenue,51.5071646,-0.5695444000000001,Sutton Avenue,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7AX Brackenforde,51.5080649,-0.5682176,Brackenforde,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7AY Halkingcroft,51.507971500000004,-0.5661651,Halkingcroft,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7AZ Halkingcroft,51.507971500000004,-0.5661651,Halkingcroft,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7BA Ravensfield,51.508952,-0.5667609,Ravens Field,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7BB Halkingcroft,51.508911499999996,-0.5693252000000001,Halkingcroft,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7BD Gilmore Close,51.508518200000005,-0.5721550999999999,Gilmore Close,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7BE Locke Gardens,51.50837310000001,-0.5728015999999999,Locke Gardens,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7BH Lynwood Avenue,51.503768,-0.5663602999999999,Lynwood Avenue,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7BJ Lynwood Avenue,51.503768,-0.5663602999999999,Lynwood Avenue,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7BL Middlegreen Road,51.5071646,-0.5645823,Middlegreen Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7BN Middlegreen Road,51.506466100000004,-0.5648249000000001,Middlegreen Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7BR Downs Road,51.50736129999999,-0.5632225000000001,Downs Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7BS Downs Road,51.50736129999999,-0.5632225000000001,Downs Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7BT Cherry Avenue,51.50815670000001,-0.5626434,Cherry Avenue,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7BU Sophie Gardens,51.5071179,-0.5632434000000001,Sophie Gardens,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7BW Middlegreen Road,51.508199600000005,-0.5642929999999999,Middlegreen Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7BX Cherry Avenue,51.50815970000001,-0.5609219,Cherry Avenue,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7BY Mina Avenue,51.5070652,-0.5618527999999999,Mina Avenue,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7BZ Downs Road,51.5072883,-0.5613705,Downs Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7DA Downs Road,51.5071486,-0.5589624,Downs Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7DB The Drive,51.507772100000004,-0.5598892999999999,The Drive,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7DD Downs Road,51.5072883,-0.5613705,Downs Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7DE Chestnut Avenue,51.5061802,-0.5604296,Chestnut Avenue,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7DF Downs Road,51.5071486,-0.5589624,Downs Road,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7DG Laurel Avenue,51.507782,-0.5587378000000001,Laurel Avenue,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7DH Springate Field,51.5074474,-0.5569286,Laurel Avenue,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7DJ Denton Way,51.509518299999996,-0.5759261,Denton Way,Farnham Royal,Slough,,Slough,England,United Kingdom
SL3 7DN Hillary Road,51.5064995,-0.5574956999999999,Hillary Road,Farnham Royal,Slough,,Slough,England,United Kingdom
