address,lat,longi,Route_Name,Locality_Name,postal_town,Admin_level3,Admin_level2,Admin_level1,country
SL1 3XL Bath Road,51.512473799999995,-0.6125361,Bath Road,Slough,Slough,,Slough,England,United Kingdom
SL1 3XN Bath Road,51.51290849999999,-0.6149456000000001,Bath Road,Slough,Slough,,Slough,England,United Kingdom
SL1 3XP Salt Hill Avenue,51.5134045,-0.6140167,Salt Hill Avenue,Slough,Slough,,Slough,England,United Kingdom
SL1 3XQ Hadlow Court,51.515080100000006,-0.6143061,Hadlow Court,Slough,Slough,,Slough,England,United Kingdom
SL1 3XS Thirkleby Close,51.513862599999996,-0.616369,Thirkleby Close,Slough,Slough,,Slough,England,United Kingdom
SL1 3XT Hartland Close,51.5118783,-0.6079093000000001,Hartland Close,Slough,Slough,,Slough,England,United Kingdom
SL1 3XU Lerwick Drive,51.5246436,-0.5999013000000001,Lerwick Drive,Slough,Slough,,Slough,England,United Kingdom
SL1 3XX Lerwick Drive,51.5251288,-0.5995699999999999,Lerwick Drive,Slough,Slough,,Slough,England,United Kingdom
SL1 3XY Kirkwall Spur,51.5253255,-0.6018555999999999,Kirkwall Spur,Slough,Slough,,Slough,England,United Kingdom
SL1 3XZ Sumburgh Way,51.52474429999999,-0.6012025,Sumburgh Way,Slough,Slough,,Slough,England,United Kingdom
SL1 3YA Ronaldsay Spur,51.5251676,-0.6000116999999999,Ronaldsay Spur,Slough,Slough,,Slough,England,United Kingdom
SL1 4AA Bath Road,51.51405829999999,-0.6186629,Bath Road,Slough,Slough,,Slough,England,United Kingdom
SL1 4AG Farnburn Avenue,51.5251487,-0.6176545,Farnburn Avenue,Slough,Slough,,Slough,England,United Kingdom
SL1 4AN Galvin Road,51.51556309999999,-0.6176442999999999,Galvin Road,Slough,Slough,,Slough,England,United Kingdom
SL1 4AQ Wellcroft Road,51.5132,-0.6177708000000001,Wellcroft Road,Slough,Slough,,Slough,England,United Kingdom
SL1 4AX Buckingham Avenue,51.522782799999995,-0.6294463,Buckingham Avenue,Slough,Slough,,Slough,England,United Kingdom
SL1 4BD Leigh Road,51.5182563,-0.6243093000000001,Leigh Road,Slough,Slough,,Slough,England,United Kingdom
SL1 4BG Ajax Avenue,51.517044299999995,-0.6175997999999999,Ajax Avenue,Slough,Slough,,Slough,England,United Kingdom
SL1 4DE Malton Avenue,51.5187348,-0.6174675999999999,Malton Avenue,Slough,Slough,,Slough,England,United Kingdom
SL1 4DG Ajax Avenue,51.5179633,-0.6220652999999999,Ajax Avenue,Slough,Slough,,Slough,England,United Kingdom
SL1 4DX Bath Road,51.519585600000006,-0.6328269999999999,Bath Road,Slough,Slough,,Slough,England,United Kingdom
SL1 4EP Ipswich Road,51.51951210000001,-0.6273675,Ipswich Road,Slough,Slough,,Slough,England,United Kingdom
SL1 4EQ Ipswich Road,51.5192969,-0.6269675,Ipswich Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4EU Ipswich Road,51.5208926,-0.6326896000000001,Ipswich Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4HA Argyll Avenue,51.5186432,-0.6262135,Argyll Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4HB Yarmouth Road,51.519302,-0.6165075999999999,Yarmouth Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4HE Argyll Avenue,51.5187521,-0.6267491999999999,Argyll Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4HF Leigh Road,51.5182563,-0.6243093000000001,Leigh Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4HG Aberdeen Avenue,51.518212,-0.6265788,Aberdeen Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4HL Weston Road,51.5261198,-0.6379842,Weston Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4HR Weston Road,51.5249856,-0.6385738000000001,Weston Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4HY Yarmouth Road,51.519302,-0.6165075999999999,Yarmouth Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4JA Yeovil Road,51.524406899999995,-0.6408271,Yeovil Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4JB Yeovil Road,51.525538,-0.6403641,Yeovil Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4JG Yeovil Road,51.526803799999996,-0.6391579000000001,Yeovil Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4JU Dundee Road,51.52570120000001,-0.6318914000000001,Dundee Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4JW Henley Road,51.52261559999999,-0.6391726,Henley Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4LA Buckingham Avenue,51.523142799999995,-0.6410140999999999,Buckingham Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4LH Banbury Avenue,51.52622290000001,-0.6355554999999999,Banbury Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4LN Oxford Avenue,51.5254635,-0.6361311,Oxford Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4LP Plymouth Road,51.52563199999999,-0.6409279999999999,Plymouth Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4LR Banbury Avenue,51.52622290000001,-0.6355554999999999,Banbury Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4LZ Buckingham Avenue,51.520261700000006,-0.6171637999999999,Buckingham Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4NB Buckingham Avenue,51.523604299999995,-0.6338889999999999,Buckingham Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4NH Yeovil Road,51.525538,-0.6403641,Yeovil Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4NJ Buckingham Avenue,51.5233218,-0.6323535,Buckingham Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4NL Buckingham Avenue,51.524354100000004,-0.6383896,Buckingham Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4NN Buckingham Avenue,51.5224467,-0.6277706999999999,Buckingham Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4PF Buckingham Avenue,51.5214231,-0.6236335,Buckingham Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4PG Bradford Road,51.5211519,-0.6252776999999999,Bradford Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4PH Gresham Road,51.521264,-0.626213,Gresham Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4PJ Buckingham Avenue,51.522265399999995,-0.6269523,Buckingham Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4PL Berkshire Avenue,51.521758399999996,-0.6187829,Berkshire Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4PN Buckingham Avenue,51.520954100000004,-0.6205993000000001,Buckingham Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4PY Fairlie Road,51.5263814,-0.6286297,Fairlie Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4QA Buckingham Avenue,51.521854,-0.6259404000000001,Buckingham Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4QB Buckingham Avenue,51.5233218,-0.6323535,Buckingham Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4QD Greenock Road,51.5241747,-0.62779,Buckingham Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4QT Berwick Avenue,51.519236299999996,-0.6214006,Berwick Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4QU Malton Avenue,51.5192537,-0.6186813999999999,Malton Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4QZ Liverpool Road,51.5224804,-0.623078,Liverpool Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4RA Bedford Avenue,51.5208421,-0.6264105,Bedford Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4RD Buckingham Avenue,51.521854,-0.6259404000000001,Buckingham Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4RF Dover Road,51.5222227,-0.6334245,Dover Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4RY Bedford Avenue,51.5213501,-0.628898,Bedford Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4SH Deal Avenue,51.52291260000001,-0.6353622,Deal Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4SP Sykes Road,51.5241404,-0.622213,Sykes Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4SS Edinburgh Avenue,51.5234006,-0.6213898,Edinburgh Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4ST Stirling Road,51.525679600000004,-0.6252289000000001,Stirling Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4SZ Bestobell Road,51.5210935,-0.6167108,Bestobell Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4TJ Montrose Avenue,51.5236797,-0.619382,Montrose Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4TN Montrose Avenue,51.524121799999996,-0.6174162,Montrose Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4TQ Montrose Avenue,51.5239375,-0.6193672,Montrose Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4TT Edinburgh Avenue,51.524773100000004,-0.6281909999999999,Edinburgh Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4TU Edinburgh Avenue,51.5240515,-0.6245938999999999,Edinburgh Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4UE Edinburgh Avenue,51.5227308,-0.618,Edinburgh Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4UF Edinburgh Avenue,51.5224965,-0.6167666,Edinburgh Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4UN Farnham Road,51.51983370000001,-0.6150812999999999,Farnham Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4UT Farnham Road,51.519799600000006,-0.6150869000000001,Farnham Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4WS Farnham Road,51.524769,-0.6156283,Farnham Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4XA Farnham Road,51.5210909,-0.6152008000000001,Farnham Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4XB Farnham Road,51.52235779999999,-0.6152022,Farnham Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4XE Farnham Road,51.523790600000005,-0.6153048999999999,Farnham Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4XL Farnham Road,51.5250485,-0.6154554,Farnham Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4XN Waverley Road,51.5248073,-0.6148418999999999,Waverley Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4XP Farnham Road,51.5243161,-0.6153582,Farnham Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4XS Farnham Road,51.525672,-0.6156325,Farnham Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4XT Farnburn Avenue,51.5251487,-0.6176545,Farnburn Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4XU Farnburn Avenue,51.5251487,-0.6176545,Farnburn Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4XX Perth Avenue,51.5234263,-0.6181439000000001,Perth Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4XY Farnham Road,51.525662200000006,-0.6158779000000001,Farnham Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4XZ Farnburn Avenue,51.52521729999999,-0.6169578,Farnburn Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4YA Peel Court,51.524674700000006,-0.6174447,Peel Court,Berkshire,Slough,,Slough,England,United Kingdom
SL1 4ZA Farnburn Avenue,51.525274200000005,-0.6164045,Farnburn Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5AA Cippenham Lane,51.5151845,-0.6322500999999999,Hanover Gate,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5AD Twinches Lane,51.51346289999999,-0.6227843000000001,Twinches Lane,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5AE Oakfield Avenue,51.51365560000001,-0.6239568,Oakfield Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5AF Eltham Avenue,51.50976070000001,-0.6336065,Eltham Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5AG Cippenham Lane,51.5126481,-0.6247786999999999,Cippenham Lane,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5AH Cippenham Lane,51.5132961,-0.6280085,Cippenham Lane,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5AL Twinches Lane,51.5137186,-0.6223653,Twinches Lane,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5AN Cippenham Lane,51.51253819999999,-0.6240465000000001,Cippenham Lane,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5AP Bennetts Close,51.51283489999999,-0.6276495999999999,Bennetts Close,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5AQ Graylands Close,51.51112929999999,-0.6327248000000001,Graylands Close,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5AS Bennetts Close,51.5121609,-0.6279581999999999,Bennetts Close,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5AU Cippenham Lane,51.5132961,-0.6280085,Cippenham Lane,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5AW Ashmount Crescent,51.509818,-0.6318073000000001,Ashmount Crescent,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5AX Daylesford Grove,51.510635,-0.6336468000000001,Daylesford Grove,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5AY Langtree Avenue,51.5101096,-0.6336901999999999,Langtree Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5AZ Berrington Mews,51.512763,-0.6319459,Berrington Mews,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5BA Cippenham Lane,51.514272,-0.6298577,Cippenham Lane,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5BB Bentley Road,51.5140016,-0.6311975000000001,Bentley Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5BD Bentley Road,51.5141644,-0.6316084,Bentley Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5BE Cippenham Lane,51.515019200000005,-0.6318142,Cippenham Lane,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5BH Cippenham Close,51.51601289999999,-0.6346360999999999,Cippenham Close,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5BJ Cippenham Close,51.51601289999999,-0.6346360999999999,Cippenham Close,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5BL Ridge Bank,51.51690479999999,-0.6341633999999999,Ridgebank,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5BN Cippenham Lane,51.5169765,-0.6336776999999999,Cippenham Lane,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5BP Mallard Drive,51.5179071,-0.6349298999999999,Mallard Drive,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5BQ Spring Lane,51.5153019,-0.6335605999999999,Spring Lane,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5BS Cippenham Lane,51.5193503,-0.6336755999999999,Cippenham Lane,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5BU Cippenham Lane,51.5193503,-0.6336755999999999,Cippenham Lane,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5BW Mallard Drive,51.5179071,-0.6349298999999999,Mallard Drive,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5BX Westgate Crescent,51.518330799999994,-0.6329760999999999,Westgate Crescent,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5BY Westgate Crescent,51.518330799999994,-0.6329760999999999,Westgate Crescent,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5BZ Cippenham Lane,51.5176765,-0.633886,Cippenham Lane,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5DA Ivy Crescent,51.5172586,-0.6324991,Ivy Crescent,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5DB Boarlands Close,51.516393,-0.6324715999999999,Boarlands Close,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5DD Boarlands Close,51.5163279,-0.6325225999999999,Boarlands Close,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5DE Hayling Close,51.5138695,-0.6241755,Hayling Close,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5DF Lower Cippenham Lane,51.51342320000001,-0.6322315,Lower Cippenham Lane,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5DG Lower Cippenham Lane,51.51433460000001,-0.6335753000000001,Lower Cippenham Lane,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5DH Autumn Close,51.5135359,-0.6323898,Autumn Close,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5DJ Earls Lane,51.513104399999996,-0.6359383000000001,Earls Lane,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5DL Lower Cippenham Lane,51.515271000000006,-0.6354824,Lower Cippenham Lane,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5DN Lower Cippenham Lane,51.51531689999999,-0.6377018999999999,Lower Cippenham Lane,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5DP Lower Cippenham Lane,51.51538619999999,-0.6365109999999999,Lower Cippenham Lane,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5DQ Alder Close,51.515071899999995,-0.6370302,Alder Close,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5DR Lower Cippenham Lane,51.515494700000005,-0.6374887,Lower Cippenham Lane,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5DS Lower Cippenham Lane,51.5145717,-0.6403147,Lower Cippenham Lane,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5DT Copse Close,51.5132537,-0.6339011,Copse Close,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5DU Robinhood Close,51.5138919,-0.6389678999999999,Robin Hood Close,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5DW Lower Cippenham Lane,51.515271000000006,-0.6354824,Lower Cippenham Lane,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5DX Robinhood Close,51.5140848,-0.639003,Robin Hood Close,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5DY Millstream Lane,51.513611,-0.6404854999999999,Millstream Lane,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5DZ Roxwell Close,51.5148703,-0.6402234,Roxwell Close,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5EA Lower Cippenham Lane,51.514704200000004,-0.6387437,Lower Cippenham Lane,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5EB Bowyer Drive,51.5163985,-0.6397431,Bowyer Drive,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5ED Ward Gardens,51.5154758,-0.6417069000000001,Ward Gardens,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5EE Frenchum Gardens,51.5155745,-0.6406731,Frenchum Gardens,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5EF Bowyer Drive,51.5160022,-0.6429085999999999,Bowyer Drive,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5EG Bowyer Drive,51.5163985,-0.6397431,Bowyer Drive,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5EJ Brook Path,51.5165972,-0.6374814999999999,Brook Path,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5EL Cobham Close,51.511430700000005,-0.6386172999999999,Cobham Close,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5EN Brook Path,51.516178100000005,-0.6371504,Brook Path,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5EP Brook Path,51.51815209999999,-0.6377506,Brook Path,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5EQ Bowyer Drive,51.516071000000004,-0.6427431,Bowyer Drive,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5ER Brook Path,51.5192017,-0.638401,Brook Path,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5ES Masons Road,51.5191487,-0.640162,Masons Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5ET Richards Way,51.5116722,-0.6374255999999999,Richards Way,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5EU Richards Way,51.51167720000001,-0.6360393999999999,Richards Way,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5EW Brook Path,51.5170311,-0.6374162999999999,Brook Path,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5EX Earls Lane,51.5130727,-0.6361112999999999,Earls Lane,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5EY Trumper Way,51.5141106,-0.6353976,Trumper Way,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5EZ Pear Tree Close,51.513889500000005,-0.6361188999999999,Peartree Close,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5FA Cranford Drive,51.5097491,-0.6363726,Cranford Drive,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5FB Amesbury Road,51.5103985,-0.6350826999999999,Amesbury Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5FD Bantry Road,51.510237100000005,-0.6362191999999999,Bantry Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5FE Grimsby Road,51.5088896,-0.6332781999999999,Grimsby Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5FF St. Margaret Way,51.508333,-0.6331245999999999,Saint Margaret Way,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5FG Mathecombe Road,51.5086945,-0.6319726999999999,Mathecombe Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5FH Dariel Close,51.5089414,-0.6325398,Dariel Close,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5FJ Brook Path,51.519332500000004,-0.6385965,Gosforth Place,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5FL Frimley Drive,51.510877799999996,-0.6354255,Frimley Drive,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5FN Leacroft,51.510511799999996,-0.6360815,Leacroft,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5FP Bellefield,51.5095909,-0.6355583,Bellefield,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5FQ Glyncroft,51.5090499,-0.6345670999999999,Glyncroft,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5FR Eagle Road,51.5164236,-0.636938,Eagle Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5FS Reed Way,51.516290399999995,-0.6361943,Reed Way,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5FT Swift Close,51.5169326,-0.6356954,Swift Close,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5FU Collier Close,51.5090098,-0.6337939,Collier Close,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5FW Haswell Crescent,51.5075989,-0.6330469,Haswell Crescent,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5FX Kenbury Drive,51.508478499999995,-0.6343809,Kenbury Drive,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5FY Millington Close,51.51498400000001,-0.6391323,Millington Close,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5FZ Eltham Avenue,51.509718400000004,-0.6341817,Eltham Avenue,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5HA Bower Way,51.51839529999999,-0.6360199999999999,Bower Way,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5HB Cardigan Close,51.51919829999999,-0.6352182,Cardigan Close,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5HD Bower Way,51.5175458,-0.6436904,Bower Way,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5HE Patricia Close,51.51786679999999,-0.6436191,Patricia Close,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5HF Lewins Way,51.5192889,-0.6375057,Lewins Way,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5HG Lewins Way,51.5192889,-0.6375057,Lewins Way,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5HJ Bower Way,51.5179745,-0.6393656999999999,Bower Way,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5HL Central Drive,51.5185101,-0.6390701,Central Drive,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5HN Deena Close,51.51813989999999,-0.6405251000000001,Deena Close,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5HP Bower Way,51.5177047,-0.6419912,Bower Way,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5HQ Bower Way,51.5175458,-0.6436904,Bower Way,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5HS Bower Way,51.517948,-0.6396516,Bower Way,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5HT Patricia Close,51.51844999999999,-0.6435084999999999,Patricia Close,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5HU Patricia Close,51.51844999999999,-0.6435084999999999,Patricia Close,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5HW Bower Way,51.5176291,-0.6429263000000001,Bower Way,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5HX Bower Way,51.5175458,-0.6436904,Bower Way,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5HY Erica Close,51.517512200000006,-0.6440937,Erica Close,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5HZ Abbey Close,51.517156400000005,-0.6429619000000001,Abbey Close,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5JA Hinton Road,51.5177047,-0.6419912,Hinton Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5JB Bower Way,51.5179745,-0.6393656999999999,Bower Way,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5JD Hogarth Close,51.51728789999999,-0.640608,Hogarth Close,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5JE Charter Road,51.5172037,-0.6394888999999999,Charter Road,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5JF Bridge Close,51.51725750000001,-0.6380631999999999,Bridge Close,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5JG Bower Way,51.5183836,-0.6360866999999999,Bower Way,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5JH Bower Way,51.5177047,-0.6419912,Bower Way,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5JL Barnfield,51.514934100000005,-0.6463661999999999,Barnfield,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5JN Barnfield,51.51470070000001,-0.6474571,Barnfield,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5JP Dennis Way,51.51634689999999,-0.6477856,Dennis Way,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5JQ Lewins Way,51.51812229999999,-0.6371032999999999,Lewins Way,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5JR Dennis Way,51.51643130000001,-0.6468010000000001,Dennis Way,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5JS Dennis Way,51.51634689999999,-0.6477856,Dennis Way,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5JT Plackett Way,51.51563240000001,-0.6471197,Plackett Way,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5JU Plackett Way,51.51563240000001,-0.6471197,Plackett Way,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5JW Barnfield,51.51470070000001,-0.6474571,Barnfield,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5JX Abbotts Way,51.515710799999994,-0.6512118,Abbotts Way,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5JY Abbotts Way,51.515625,-0.6526335999999999,Abbotts Way,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5JZ Oldway Lane,51.51516229999999,-0.6527841999999999,Oldway Lane,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5LA Oldway Lane,51.514036299999994,-0.6522041999999999,Oldway Lane,Berkshire,Slough,,Slough,England,United Kingdom
SL1 5LB Harborough Close,51.513106,-0.6528919999999999,Harborough Close,Berkshire,Slough,,Slough,England,United Kingdom
